,0
Annual return,0.32606635599493106
Cumulative returns,0.45686846279148696
Annual volatility,0.14424420663615928
Sharpe ratio,2.0353687625587633
Calmar ratio,3.5685208778281163
Stability,0.9220031070904318
Max drawdown,-0.09137297136772884
Omega ratio,1.3960250716111293
Sortino ratio,3.142099131739774
Skew,
Kurtosis,
Tail ratio,1.3558117310260829
Daily value at risk,-0.017008021561451474
