,0
Annual return,-0.7092690772566016
Cumulative returns,-0.04316077113689443
Annual volatility,0.14257139448651496
Sharpe ratio,-9.658296537948615
Calmar ratio,-16.433188253448698
Stability,0.887068811531045
Max drawdown,-0.043160771136894455
Omega ratio,0.17151019751766675
Sortino ratio,-8.886969671149973
Skew,
Kurtosis,
Tail ratio,0.2817488255140502
Daily value at risk,-0.02342658036657008
